id,square_term,sentiment,text
gp:AOqpTOGtG3C2MTWMF2dHInVSnCvwm6l4um9ECxMUidBU2Eui6MzVUzYOwBdaJ7EFGHuf3p4JY2nrYlEEU_CTdQ,0,negative,Péssimo não pega
gp:AOqpTOElkAMJvqX_Rh1xgbbrNXyZhGMPn-SlrMI3jLm9NCWZgfn26nwmwcvD1g_K1li3vAvwKlaadqlpOYF8dA,0,negative,"Tá aparecendo que meu CPF já é cadastrado, mas eu nunca fiz cadastro nenhum. Além de tudo os dados que aparecencem vinculados ao meu CPF não são meus e ainda por cima não consigo acessar meus dados, oque dificulta meu acesso ao App do Enem"
gp:AOqpTOHPg8e8pLW7kiM6livVS--AJTc8TUHwK72Us0YLwQdpTvIydDz6a-7TGiNxJDYwBgPhIvhMFrgGzB3iyw,0,neutral,Ruim
gp:AOqpTOGe85BWaPNrYmfbv8BKYkqMw0yhGCwd7s01L9TQzBa8dPTp_VTO-1aTOVwUZu3xkC-RRmrKoJF9sz1a5A,1,negative,Não estou conseguindo cadastrar para poder ter informações sobre o seguro desemprego já q o órgão físico não está atendendo!
gp:AOqpTOEjpMpGYgSNkNenG1AF-pf7dL25BEF_kH5vRc7128BSksCJYdzwkUNphSNU1K1kF6ltnJrJXspVs_ZwXQ,1,positive,Este aplicativo soda certo para quem nao precisa ai ele abre rapido e aprova
gp:AOqpTOEOua7DCr-xmkPrYVt0eZ47bTn47Elk7pPikSVYqPGR7YUHKbLk3puKPayyxDza1hGyuODL8agqLPyxTg,1,negative,"Não consigo acessar a página do participante para ver a taxa de pagamento,pois no site diz que eu já tenho cadastro porém a senha diz que está incorreta,tento refazer meu cadastro e diz q eu sou cadastrado.E quando tento REDEFINIR a senha não aparece nenhuma opção de celular ou email.SENDO ASSIM NAO CONSIGO TIRAR MEU BOLETO. DECEPCIONANTE ESTA SITUAÇÃO UM DESCASO DO GOVERNO O QUE ERA PRA SER SIMPLES ESTÁ SÓ CAUSANDO DOR DE CABEÇA E AFLITO."
gp:AOqpTOFiBWorejLqMvF1JQJA9DQ4liCn8ZR8jrGwGFzFisGZ_v6FpL3T4dBvQi3plAD-S3VBHNHfAXZOfvAl4A,1,negative,"Não consigo acompanhar minha inscrição do Enem pois estou com dificuldade de me cadastrar no site gov.br pois no momento do cadastro diz ""usuário já cadastrado"" sendo que nunca nem fiz o cadastro nesse site e nem aparece opções para alterar minha senha pelo e-mail ou número de telefone, pfv consertem isso pois preciso concluir minha inscrição do Enem e gerar o boleto pra poder pagar a inscrição"
gp:AOqpTOHxpW6DQNWgPR0H2oI0yQYZPKCDCvWnU3mK20J5kBYqD14okx7PTNYYI4E-olSKiwEMoJnk_bBtECPGLw,1,negative,"App horrível, quero entrar na página do participante do INEP mas fala que eu tenho conta sendo que nunca me cadastrei e não consigo mudar a senha de jeito nenhum"
gp:AOqpTOEoZ9_tCo7eJkfc5q_Tb-19HzS5QsNZ8xuS__f9KMivBvIJ32TfJat0rhTB6NKNTYcADSJWc4fkjPEDfg,1,negative,"Péssimo , não consigo recuperar minha senha , em indo no gov.br e recupera senha"
gp:AOqpTOHqtopFclkBAAc78RLLMYUaSJJInqWI1Hjd02J0M8hR2X_Shu-e3uAYVyu1w_nnRxEG3NZvoDamFgrMSA,1,neutral,"Péssimo! Eu não estou conseguindo ver o meu boleto para o ENEM! Apareceu lá que eu havia me cadastrado, e eu nem fiz isso, portanto não sei minha senha, quando coloco para trocar só tem a opção de utilizar o Banco do Brasil e o número de telefone e não tenho como usar essas maneiras, além de que a validação facial não está funcionando, tentei um milhares de vezes e não foi. Vocês poderiam colocar a opção de trocar a senha por email, sabe? Iria facilitar a vida de muita gente."
gp:AOqpTOFAitCUC0nBFXYNhldlYQTVHismpBhQPDVfpGKBiOzWq1y9f-vju-MRQ5tzDG3fb0M0x0mza7vHpaoJgg,0,negative,Horrível
gp:AOqpTOERrfuK2YdgX5cdazN3tCRg8uzYUEDiIDeQdn15y0jnxXZ3MMPSCY2fIl9XT5gSDHDg-hsBLkfeDr0LJA,0,positive,"Diz q já tenho cadastro mas nunca me cadastrei. E na hora de recuperar a senha da qual eu nunca fiz, aparece um e-mail e telefone q nem é o meu. RIDÍCULO!"
gp:AOqpTOEcJK4x3xGr-Y-ADkzadRpYjMneZwZNVCskDOUfqEI3ifa2hdWvTDGcmpJKb7wgHFP3c86iN9KT1c-8Pg,1,positive,Digitei Meu CPF pra cadastrar aí a página travou e quando reiniciei a página pra tentar de novo deu CPF já cadastrado ! Como eu resolvo essa situação?
gp:AOqpTOHrRkUqllgLPy_gCe5fmre5kkQg9Pvd-Wj6Dwp4P1emagWmDyT1CYVMgMfNwbxf0hFY36n8bHoE-D9HlQ,1,negative,"Horrível , só atrapalha ."
gp:AOqpTOHRwHwu1gvYi9ra-_RYgvvAf1fypO9MfIGlmVoSsHoVF5BOHaC1tQrky2HgJeY_pHOnP9l-fc0_pF7ETQ,0,negative,Horrível
gp:AOqpTOH_-MdnKPiR7BbidfVc7ch48On04WaUeH_aF33JStIt1lakT7zoqCfa3k-CHfSJxTJ-x-sNvNUSBApv6w,1,negative,Péssimo Aplicativo ! Após fazer Login um tempo depois é necessário fazer o login novamente. Poderiam adicionar mais funcionalidades. O App mostra bem a ineficiência do Estado.
gp:AOqpTOHGuaD71D1X9C-JfD6Ij3PTdCkAxeP_qckZZgTvtZv7E0s27GhNRZeBj_Yx_ldxZqiddGLhrBB9m7wuIw,0,positive,"O aplicativo não funciona!!! Eu esqueci a minha senha e n tenho mais contato com aquele gmail q está lá e as únicas opções são, entra pela caixa sendo q eu n tenho conta lá e fzr o trem lá facial mais eu n tenho CNH, e como vcs quer que eu recupere? Eu preciso entra no meu portal do Enem mais eu n consigo, pq vcs n colocam algo pra recuperação de senha que de para todo mundo fzr tranquilamente, sei lá confirma o CPF ou pode fzr uma troca de gmail pra ocorre a confirmação. Precisam muda isso!"
gp:AOqpTOFyJvai8TkvQ3WkYYuOxR7kQk-HEVEMCfYLhIpFUtWfevUNLzn6v4-l8KDz8URi3VM1xHGv1D811S-u1w,1,neutral,Não consigo acessar
gp:AOqpTOF8ZSOdMIKEGAY8uEjosPNcV3eLNaaS01luWpXRvjq6DHs7IULz1noxlmhSR_Q1GWkpBxSf-jNhChHB1w,0,positive,Muito bom e será muito ágil para agente quando estiver no trânsito.
gp:AOqpTOEfyDPdhkBJZ1RqAc9df4iMigQh0O16pNd9B7YICpsgNXYT3ZQTg6dbpFaQ0f0C6yzL-Q6EQ4-WiTCS-w,0,negative,Horrível...
gp:AOqpTOHj5rtOdDycE5CfdEINVymSoNTMgfRxLJvl__bn7oQumxcmEZHyeJbyj5drTmkh9cm0H9HmhZHUQnYjCQ,1,neutral,Como faço para refazer um novo cadastro. Porque quando eu coloco meu cpf diz que eu ja estou cadastrado mais eu não fiz nem um cadastro?
gp:AOqpTOGspYsaTnIWHLNKBYmMnDX3nK5H2CF9rf2s3aEZOZoe_jg2ngQZ31Deo_n6KnZR3Dam75Tzb9d7k_agQA,0,negative,"Péssimo aplicativo nunca criei conta neste app e fala que já tenho login e senha ,e não consegue refazer nova senha ,app muito difícil de ser usado muito pouca explicação pra facilitar pra população ,ainda mais nessa época de Pandemia nota 0 ."
gp:AOqpTOG8bpc7WLET0z86j-5H3mWZR6jVuDK79zSTLSxur4nwb4dZGt1A_j6Xliqz1TTBSEF3xYS3SkR2IbxsMw,1,positive,"O sistema tá indisponível para criar a conta já faz alguns dias, quando coloco a senha temporária"
gp:AOqpTOGGcbFGhHvFZQFP7qLzUFlFd_CQ9WKM44pBfXs_xCDDa_NUnUFTz43Kf8Au1-lval9r7qdZkwHuNjnuBg,1,neutral,Como faço pra recuperar a senha. Não consigo de jeito nenhum.
gp:AOqpTOHDPja2i7DQCZ0Oa5GYaSm-TwweFmY0jb-z1D4NDxUnIoBlPvzwnKHzgKE5CJEwSpsviNjy_b1I2yTQwA,1,positive,"tenho conta ,MAS NAO ME RECONHECEM FACIALMENTE ,obvio ,nenhuma foto do governo tu tira sorrindo ,e ali pede pra piscar os olhos e sorrir ! assim não né ?!"
gp:AOqpTOF-8rtWFdmSgFtRERFpQ8FwWT13NOyp2ELp7mmlpr892ihxh5yhLLZC9WklKxXubKsl4Jo0IqSTcQwG6w,1,negative,Horivel entrei pela primeira vez para baixar o crvl do carro mas diz que ja tenho cadastro tento recuperar senha mas nao funciona nenhuma das opções a validação facial da página da web nao encontrada pelo inss da erro tente mais tarde e nao tem como entrar em contato com ninguem e a caixa económica nao tem a opções de gerar codigo inss péssimo resolvam isso rapido e chega de resposta padrao gerada por maquina
gp:AOqpTOGXIfWwpykQHIK4BA1q6u1Or8V-4zbbzwNu1ZbKFjLB2ikVyl2gBncCIoj6UBy_IfFgEftduVnG42nuyA,0,negative,"Esse aplicativo é um lixo 😠😠 Fala que já fiz cadastro sendo que nunca fiz na vida!! Precisava ver o que aconteceu por não ter recebido meu dinheiro do acordo da empresa que trabalho com o governo, venceu no dia 13 e até agora nada de receber! E eu simplesmente não consigo saber o que aconteceu Esse aplicativo não tá ajudando em nada!"
gp:AOqpTOHo4ALc8ZD9W34jBWrih2wgRpoozmluiEshJOi83M_Gf2ijIkSUujXqT3FUlP8udWgtt_BL_D2P23ncOQ,1,negative,"Aplicativo inútil, a cada ano que passa complicam mais ainda o acesso à prova, além da taxa cara e absurda, ainda inventam esse aplicativo que não funciona, estou desde que abriu a inscrição tentando acessar e nada até agora pois não consigo definir a senha novamente, pedem vinculação de perguntas serem respondidas mas não tem a opção de redefinir a senha. Aplicativo ridículo, inútil totalmente inútil. O site nem e fala, pq pede nos direciona ao aplicativo."
gp:AOqpTOHNcq8f2IdHHC-VkgiTD0eMuxYfHLkxB_102mqZDkzQkvrhmlIqSDIAnYN3OXtX-9vxXa4eaiXCIHpCIw,1,negative,"Eu preciso fazer o enem esse ano,na inscrição coloquei e-mail e telefone mas não lembro da senha do gov.br e não posso pega o boleto para paga por que não se pode recuperar a conta pelo e-mail,nem pelo telefone ,então por que vocês pedem?/? Meu email é o mesmo para tudo e não co.sigo recuperar"
gp:AOqpTOE0lW-K5S8xtZTSRteYZD-VpWBFq4fzXzQqEqHfPrUQwz7Kn0NeO1ucVVpZvTvX8yqA4YOFlPkLlIIMfg,1,neutral,"Não consigo recuperar a senha , para entrar na página de participante do enem"
gp:AOqpTOFjBvDA_gz0-kGZaPeyTyJzcWWeuB1bExYkgjEWBzhnyaD4sOx6u4sQW4WeXlF70Wy5ESuguq9RuCrS_g,0,neutral,Nao consigo abrir este negocio
gp:AOqpTOGg3EyI_a4pesK0nkkpVb90pR88P8byhND_SJz1V7G2SbAvT4WpyCMCi8w-8auLJEhOCh-RNWSXD2bjBg,1,negative,"Está péssimo o serviço do gov.b estou tentando fazer o seguro desemprego e recuperar a senha,sendo que nunca cadastrei nesse aplicativo e nenhum um outro com meu CPF e diz que já tenho cadastro. Agora com todos o atende fácil fechado não consigo resolver este problema."
gp:AOqpTOGYKuDlHxmIqG69VCta56yyd2wqrhfjO-50JZWDCIPVgkTZz978Y8FVM64kRsOgwNQ-M73S237N8uNePQ,1,negative,App ruim! nem tô conseguindo criar a conta pois na hora da foto não aparece a camara pra tirar a foto!
gp:AOqpTOHRGP2GVF-HdvvUzvHgDaOUbu9nLUz-wJDPGvLXw3YNkAGGdBjsGvNaUsmycoJxgf_NyhgAoDrCc93KKA,0,neutral,Ruim
gp:AOqpTOEto3xmU0Em9dI0v97xdiidt-VovmyMeBOWsaBC_mJoe0z1-RqD7yEMiBdXIXmJzlwTfgoZPJXBi-UeRg,0,negative,Horrivel
gp:AOqpTOEFa_8kNc4zqINMZAzC6OBPcKGopcFk9ppZ-jIDbY_rif6I6aFWAGUecu4Oemq9b5PXBVjPnOaJ4YbJeA,1,positive,"Boa noite já faz dois meses q tento me cadastrar nesse site e n consigo, pois fica me pedindo uma senha temporária na qual nunca tive até pq meu cadastro nunca passou dessa parte. Já tentei de diversas maneiras até pra recuperar a senha q eu nunca tive. Estou precisando com urgência acessar o site pra entrar na página do participante do Enem, pfv facilitem a minha vida."
gp:AOqpTOEHnPd75VMUb9eFyCmGUhgcQ3xKs8LS9gCiBrBJa6wozY5COyuA2rxJoSH7K3XYWobgZcpV-G3Kbj50ag,0,positive,Eu gostei
gp:AOqpTOE34MB2xeU28R14zMVB3jNFYbzgFzUezJAUptSa51137EYjEV1-nM69hCvNTE_kVTrJpFjxk_-maRb4Mg,0,positive,Alguém pode me ajudar como que faço pra cancelar o cadastro do meu gov Não tem opção de excluir me ajudem
gp:AOqpTOF3Y2-accux6sNDgOZVY45p9we-IaOWQlLIPqsJTZlDoR2BXALO3BzUPF99gUfQv6PBmtVKV0Q-5kqzCQ,1,negative,"É impossível recuperar a senha. Mesmo se você tiver a CNH, mesmo se você colocar o qr code para essa m**** ler, ele se faz de doido e não lê. Arrumem isso."
gp:AOqpTOGqBKvy2XFbDPZWDO1A8oMDr9p0sH589vhk_yFdUK7yNBRmUiKHGmX-MZWUzvOp4bi2Hs9qY5z_Pmvx9Q,1,negative,"Já tenho conta e CNH Digital ativada, o problema é que não reconhece meu rosto neste aplicativo"
gp:AOqpTOHiHGUc9-MpYBHkEDBKw0dCcxW7ePY565GzZk6X_tGifZRlIXbsKK-8FpP8qCPyo-hzUnVMx-J7j8rBuw,0,neutral,Nunca fiz cadastro e o App diz que já tenho o email cadastrado pra recuperar senha não é meu o que fazer??
gp:AOqpTOFX_3jV_5DLLTAR8GTNKAT9l0qCvkZx-_UTGPf_5FkHIWlV7fy_x_dfFbA9XnMU-qgxqgov2PYFRyu1Ww,0,negative,Um lixão não presta esse App
gp:AOqpTOFdju3hIkt4ireTgadQh-_1HzEVhKVcQPOt_6iqJiPhzPl2KIJRMy5rQpOhTrzR-5vUEvFPInZMt0i5Pg,1,negative,Isso e absurdo vcs complicam a nossa vida eu perdi a senha e nao tou conseguindo fazer outra e inútil esse site é aapp resolvam o leu problema
gp:AOqpTOFY3fsUzd3ZdKQilLkhh7qOpjsFKZPN9ZYUp8ifwWfn5K2DNs2y7mP8n_5OeHAmnvLWZxAYMItDFf09BA,1,positive,"Iniciativa importante para acesso aos serviços digitais, facilitando e desburocratizando."
gp:AOqpTOEX9VANAVWl7akAyzGeGFu57zH3sDVed8mk4Z-ytElldJgvgR4J64rnQMwg27N0suOY5PXIPq-m1n2zHg,1,negative,"Lixoooo miserável, como tudo do governo, já possuo conta e ñ consigo entrar por conta de uma imoralidade de reconhecimento facial pode? Hipócritas, o desgraçado q projetou um aplicativo fuleira desse é mais fuleira que o próprio aplicativo"
gp:AOqpTOHnghrCWHkj47HeatWM76LgsKfr4r9D77HXOXxg4XzePxxD1ML34D7XMHoa7fs-ANqwc4VRDBzmtA0e_g,1,positive,"Toda as vezes que tento entrar na minha conta, diz que a senha está incorreta. Já tentei todas as senhas possível, e não consigo entrar de jeito nenhum! Aí tento criar uma conta nova e diz que já estou cadastrado. Como? Eu não sei qual senha está cadastrada, e todas as vezes que tento mudar a senha, me mandam um código de verificação que não serve para nada, e depois não me aparece opção de mudar senha. Como que resolve isso? Alguém pode me responder, por favor!!!!"
gp:AOqpTOF1pZdL4hXu1ybfG44TOtHnoW9NEhWndeo4eQVv_lfgYiiHUwLXuEZTyxD7G74vP6-dSrfT1uweyIMFTw,1,neutral,Nao reconhece meu rosto
gp:AOqpTOEqWBmPqtiA0brSWsDesM0oCaNJK-eSOKBBGnIjrnc2NtMHyCxGU1i0jPgwdJcvi1K3Y4r0HeNvueXE0g,1,negative,"A foto nunca dar certo,tirei várias fotos,Mais o sistema nunca aprova"
gp:AOqpTOH04w6lWAafMErcCPOUdSFpdMxvnlxzAa1PS20QfWL0aXJ7xT9Nvcez9qZEcS5ccR1y7spxssF-DrvCtg,1,negative,"Péssimo. Não permite o acesso, não faz a leitura biométrica . Trava e não da a opção de recuperar senha"
gp:AOqpTOH7bIVMNtmUnmlHxRz4tDa5XoF9gMZw9xLWKFnZoj5eJeGZyA1P77HS84jHUqvbTn1VsSh_tHZRls3kIg,1,negative,"Horrível, não dá opção de recuperação de senha. E quando da é meia-boca. Vamos melhorar Brasil, desse jeito não da né! Mais respeito ao cidadão."
gp:AOqpTOGMaQwWyzxNMtOFYuREP9V0nqVtWvGoGER5MxVPIwh7ddgF4fNsnUbS-hgNGVcLqBl869kpbl_gsJhIyA,1,neutral,Ñ consigo redefinir minha senha
gp:AOqpTOFXliQ7jxvT3uqmL0DmjIf5NGbNyH0KSao7iOUAHnhpRJwcrVTUVQXqKRzswvbpop3SccKYVriC5RwHoQ,0,neutral,"Complicado, não funciona."
gp:AOqpTOFhCmoiCZ5vz6ltBprv7rURy2UVMhghjyob2GelR_Q2CDGWEBkuI92I5ecK61gPSU5QgvyvLgEoG77Phg,0,positive,Eu vou me cadastrar fala que eu já tenho um cadastro eu nunca fiz cadastro nenhum deve ser os donos do aplicativo que fica cadastrando os outros usando outro e email e outro número de telefone mais com o CPF dos outros
gp:AOqpTOGJID3cXTEI1a_m8WbQvxOR5YmKYpvzvJ0WRM6Sk3y56atNVoNxQDoCrqQJFloJuPCgtkUnkKtwU8OiuQ,1,negative,"PÉSSIMO, não consigo recuperar a minha senha no INEP e não ajuda em nada, aguardo uma resposta para solucionar meu problema."
gp:AOqpTOEwt8GB8o694ocydYPmTScNEES5ffmJMTrUUg-90vHvF2xqv8K1SekTydHQ7aCE3pjKW8M0-6_8iEEOUQ,1,negative,"Esquecir minha senha e tento entra e não dar nem aparece ""esqueci minha senha"" daí fui tentar no computador e e fala que vai manda um código daí chega o código mais não aparece em lugar nenhum para colocar o código 😡"
gp:AOqpTOFwgoKj6HpJ9yylnSWSYZiOiT4kWXvm-cD3_aRaWirujmri-4lqy5TbCYiwYPUbnpbkHf9g39-_kpIM2g,1,neutral,Não tá digitando nada. Não acesso ele
gp:AOqpTOGnA1J8IH05ZaCnUTUJE9ldrq88_8NioqYvaRGWVLEcQluiMrt3PWeDZHmoZx1m7tPfZJGKAsf_UWSdCw,1,negative,"Péssimo. Horrível, recuperando uma senha que eu nunca criei. Vsf"
gp:AOqpTOGS1vAfX8t1F5_nfAqdJbUOgx1q10VpCjbwZh0uoHSO5Szm2sfTDXMi-saEes3diZT0pyAG5no6Q3fZzw,0,negative,Esse aplicativo é uma desgraça. Tinha que ser excluído desta loja.
gp:AOqpTOH3VBsJtsNxP6anYHtfog3W7kcroCP6kHhA2p72VUkOG85i5Z-poO4MBHsFP3wCZSfCnCjazUIXTO1OLA,0,negative,"Que raiva ! Aparece que sou cadastrada nunca fiz cadastro. Não tenho senha, não parece para criar nova senha . Não serve pra nada esse aplicativo."
gp:AOqpTOFfUEMEzAErlNm6pNIohVVrNQgSrDzA1Es8jEzRbLo8qV7vNUA2fgXrGRC_PyhzMn3zn4vOjRVrhSRkfA,1,neutral,"Olha, eu só não dou uma estrela porque o app tá na primeira versão. Pois se depender desse app nessa versão, eu não vou conseguir botar minha foto nele. E tem mais, o qr code devia ser válido para todos os documentos, pois eu não tenho CNH pq não sei dirigir."
gp:AOqpTOGCPggaZjzhq39Aw1wsiZF3zYpataShBwmJ8T9GXugmh325A19G7Er5dDAxvdUW_GM6E0Qc3evm-hm7Hg,1,negative,Que vergonha! Não funciona NADA. Nunca fiz cadastro nesse aplicativo.
gp:AOqpTOFw7lInSVxk3IvsvLdcUb3ad4JzI99TDKh1BA71YnCThEAUh7boPg7cK1DUrc8AxoSH84v43lxjcgPYPA,1,negative,Nao gostei ja me cadastrei mas nunca entra minha senha e fica voltando para o cpf e um saco
gp:AOqpTOFVELOdwxxSosGXWGZhJJmdKM3sXwqgKlD3NzDSmohBZ1oLxDiYWFssZ4mkoDNdG9VcjnT26ni4BxALkA,1,neutral,"E quem não tem CNH, faz como? Minha filha não consegue recuperar essa tal senha desse tal cadastro que diz que o cpf dela já está cadastrado."
gp:AOqpTOH9NdPecXeK0qa9FrZDp1yez5owekyJMIhwjwopLbACqWTJvico4FhBVyaMLGl3k8BogR6BkQe5ra7YXA,1,positive,"olá gostaria de saber que toda vez que eu digito, a minha senha costa que esta incoreta.PORQUE? ATT; EDSON SILVA DOS SANTOS"
gp:AOqpTOH1acRyAOjb-NJLD0E4OJkS6s_1JKTeeYj0F_HQ4NaS-gIbJ5LtkbAm0A-W6VUVv7gY2afP7Kpffi7c1A,0,neutral,Não funciona
gp:AOqpTOGssIHfDGDqGNBDphDn5Fbc9QZmX6Kk--zZnMBFzVHOoEUtZOYAwPpAuwlEiLYyXUiCFKw_HvkzGHqvhw,1,negative,"Horrível, não tem nenhuma opção para reset da senha, nunca cadastrei nenhuma senha, como vou conseguir acessar se não existe a opção de reiniciar senha. Absurdo"
gp:AOqpTOGbemLl2_GLtkfy0AK_jsfvGWw9SzU153Ij7syiEly2HKPAY8BAAlxUsgIg421q_YFubiUxwd22OJerfw,0,positive,Legal
gp:AOqpTOEqe_Gv9IP14ngH6sDQCTA9gk4suyP7JkMneFrYaA75lAydmOMtm141anE-CTW0gT3es9uUpMyNPvdR4g,1,negative,Péssimo não me lembro a senha cadastrada e não tem uma opção de recuperar a senha. Inútil
gp:AOqpTOFyZMi6z6KFqmt0Yh1Cd4XT3_djtjhFuWvWqsCJA7ccSFZxQbbNCd_E9Q47gGDoqtgvPlY26YSg_Lko1g,0,neutral,Achei muito básico. Deveria dispor do serviço Fala.BR por exemplo.
gp:AOqpTOFJKw2DXIX4WCznhK9FMfp__mjyxHGMMb5N4flZ_vL7VuqdLZbcXoUBjRZX68oB5cXX-pBSRe5D1Shmrg,0,negative,"Não funciona. Quando coloca cadastrar novo consta que já existe cadastro no CPF e quando entra com o CPF, consta que não há dados biométricos cadastrados"
gp:AOqpTOFuzjuEnf0tOj49RNX8Q-W5fLv3OrNWCnsouE7GI3ZsSoKuI9Llke_YsIwsTJf74YQ-aM0uu4caqaVjPg,0,positive,Usaram meu cpf pra criar uma conta e agora nao consigo ter acesso! Preciso fazer o enem e nao posso sem acesso aos meus dados!
gp:AOqpTOEXMYIpFjfjUqBvUYG2n2akHOeANTQjNS5ZaLOTaTmWkgTfUBTJa9qoHA8mtLn2mbgJxpRY-dbjVp_Zag,1,neutral,Quero me inscrever no Enem e já estou cadastrada no gov.br Mas mesmo assim só diz que tenho que entrar com gov.br achei a página muito complexa e não tem a opção excluír cadastro.Como podem resolver?
gp:AOqpTOEdQnS8RYy2QfYO9X6d3LfP3klI7Ayaf4u35n84jQMl-5mcCmyHiM5lmBD8Gaqs2-MPAisPX59O1BLrRw,1,positive,"Gov.br eu não disse que preciso acessar a conta pra fazer inscrição no Enem, pelo contrário eu preciso entra na página do participante do Enem, que só entra se for acessado pelo site do Gov.br eu quero entrar na página para pegar o número de inscrição passada. E eu não consigo entrar."
gp:AOqpTOGC8s4Hewu8RsRfoStnjv05Uxk9eNOUYrDPlafb64gnmZeTq5QkkPxUUnyfFJC15iJQOg0hglYanzeb7g,0,negative,"Boa tarde...ñ consigo me cadastrar no aplicatico consta ke ja sou usuario,nunca acessei o aplicatico.Tem um numero de telefone com DDD 41 ke nunca vi e um email ke nem sei da onde kem é...e ñ adianta falar pra verificar o email ou telefone si ñ da a opção.Alguém esta usando meus dados??!! Ou eu estou enganada.?"
gp:AOqpTOH4qjxQ63vlZNqe5bJkIN-BOU6-ZUQk0r5jwyR-ewIprC39YX9rL7oIif0pst7lZpAwlBdWkIyxSpxJ3w,0,negative,Nunca me cadastrei. Diz que já tenho cadastro e não tem opção esqueci senha. Não no App.
gp:AOqpTOFXIZ6v4QqdWvuZHg9Y2JV85WFuuBvlRUegOxzaLCuBuSFs98OVrYSVYBvHubbFN9Smuf9Pi2wvaNN9iw,0,positive,Mostra q já está cadastrado mais o E-mail não e meu nem o celular tem alguma pessoa roubando os nossos dados !!! Melhorem por favor achem soluções pra resolver isso logo !!!
gp:AOqpTOFp1D-xALgh0-46GV4d0mj6ec4rBr6LpFHxg8diWfUboFmq0JF-L587sSAyPGydjCpfx_hFVGnS0LPTTw,0,negative,"Péssimo, nunca me cadastrei nesse site e meu CPF está cadastrado com dados de outra pessoa, já mandei a solicitação de mudança de dados e me responderam como máquinas me pedindo para fazer o mesmo q já foi feito, tenho Enem pra fazer, tô com receio de não poder fazê-lo pois não consigo resolver o problema. Desgastante a situação e estressante"
gp:AOqpTOEnzva6qx6JOaNvuBINwxALzwrOvSwPPwYUo8uk_u7h3PhHf5Q_aHuAq6N6hDUM9WlGvnEUUzyIjvuQKA,0,positive,Estou testando ainda. Mais parece ser bom.
gp:AOqpTOGSi2CcVIY9gmnT4jrP3Miv1TRsHVu-Qum00PQqWtUzzsyV2wl4d-I2Lsr5m2WXTNtpRdo1BHO0Twrfrg,0,negative,pior lixo chamado de aplicativo que já existiu não vale
gp:AOqpTOEcmRfMUbiRN06KenQiri1KTdxtS5tD_cDSzL92_xr5hEQFispb8cIhpUpiSyPxBW6GVy2XVdHadePXvQ,1,positive,Não funciona o sistema de validação fácil
gp:AOqpTOE1EBhGlAkjkTx2KIfeGw-FaIZK-Cv5ztb0_ti7AAL-U67SRaS9aRrgai6NViWTzkHW5Pfi9E4VWkEI8w,1,neutral,Como faço pra vê meus dados da inscrição do Enem? Preciso tirar o boleto e não estou encontrando
gp:AOqpTOGmFkDJZfg4eQCJ9IpVv5gbRJxNZL-w2yWtowtJ8UKzH_KJbzYU5T5dshh-eAUyUXWVtX5xFsMOl4ssTg,0,positive,"O melhor de tudo é as opções que te dão sendo que eu não tenho mais o acesso ao e-mail, não tenho CNH e nem conta no banco e fora que na época nem celular eu tinha pra poder colocar um número... sério, sem comparação."
gp:AOqpTOGqLqOqSwdGuvHaeMh2NZt3Hi3K2rZX6oV4dMXbzNvImcBtalShcJlA7vzfBdkuq6tUsJA-9m2DnXt7QQ,1,negative,Só dá erro estou tentando acessar pra obter seguro desemprego
gp:AOqpTOG1M0tur-4r5SDvqI_aatZqeV9rSTThKKQ0w37oUXm_dojLwEy-x-Bd2O0l1TGS1QePCU_ibai5zo5JNg,1,neutral,"App não funciona, faço o procedimento do rosto e aparece que não consta nos registros."
gp:AOqpTOFBtz5tw-wJ3uacBpKxrLumsrFI7kSwSTXBFU1IYLzC08-BaOsBjFdTnrE3-eW7-_Z0BNjirEzahTsiXw,0,positive,Bom demais.
gp:AOqpTOGEZNgWmvtljFfJXmYTjhF_NLEPIUjLdvRh8UbwlRA5ZUkWkuS2rf1DdWOekzrUH_JbY7Um8VEbPSQwlw,1,neutral,"Fui cadastrar meu CPF no App e apareceu q já era cadastrado quando cliquei em esqueci senha apareceu para enviar pra um email e um celular q eu nunca vi preciso ter acesso a plataforma para o Enem Esse link q vc me mandou eu entro em uma página de passo a passo é após isso pede pra eu clicar em ""como podemos te ajudar"" quando eu clico o site falha"
gp:AOqpTOFT9yLAKy3QScgvU638afPV-01U7LVqeVY3Je07vZxXW7OMnNugjQFOJ1N2hCHUlxKy_6ZhTbnHcGmTLw,1,positive,"Aplicativos e redes do governo são uma piada. Nada funciona. Repartições públicas não funcionam. Depois dizem que o governo é bom, se nem o básico não funciona. Não tem acesso. Dá erro..!"
gp:AOqpTOF1aniMOWK1axDmMUTgXDi2GnoRgYO_lJDO_u0uqR75c2ztOs7zbLO3623AybE-jnQNVdGxwB-TLT6ChA,1,positive,"Péssimo esse sistema, cada vez mais dificultam a vida do cidadão, paguei o doc. do veículo e não consigo o acesso ao mesmo, extinguiram o papel do doc de porte obrigatório e nos obrigam a usar esse app lixo que não funciona, vou acionar a justiça..."
gp:AOqpTOH3QtV8mzyE_PdZvgDwTxm3t7We4y3NY_CbRXW_75JEi2ATkrRIXm-qWy7ZNAqb6v6TBsbzSsDQLgqAQA,1,neutral,"Como faço para obter o code,fala para ler no meu computador mais não tenho computador,onde aproximo para fazer a leitura do Q.R code"
